streetAddress,zipcode,description,latitude,longitude,hasCooling,hasGarage,hasHeating,parkingSpaces,latestPrice,lotSizeSqFt,livingAreaSqFt,numOfBathrooms,numOfBedrooms,numOfStories,pr_sqft
8613 Winterstein Dr,78745,"Adorable home in Grand Oaks subdivision w/custom backyard, beautiful live oaks & charming gazebo. Formal living/dining w/vaulted ceiling flows seamlessly to completely updated kitchen/family rm w/island bar, Quartz counters, farm sink & stainless appliances & breakfast nook. Hardwood floors throughout.4 bedrooms, 2.5 bathrooms, &2 living areas. One bedroom can convert to a game room, office or upstairs den. 2-car garage, laundry room, walk-in pantry and storage galore complete this South Austin Charmer! Sprinkler Sys:Yes",30.18910408,-97.82090759,1,1,1,2,424000,4499,2163,3,4,2,196
5606 Shady Oak Ct,78756,"5606 Shady Oak Ct, Austin, TX 78756 is a single family home that contains 2,886 sq ft and was built in 2009. It contains 4 bedrooms and 3 bathrooms. 
 
The Zestimate for this house is $1,203,582. The Rent Zestimate for this home is $4,889/mo. ",30.33338928,-97.74708557,1,1,1,2,999500,14374.8,2886,3,4,1,346
6002 Hogan Ave,78741,"Beautifully updated cottage in awesome location near downtown and ACC Campus!  Step into a huge living room which could also be formal dining room and living area.  Modern kitchen is open to main living area with quartz countertops and new cabinets.  Rare 4 bedroom home with 2 full bathrooms.  11 windows have been replaced with low-e vinyl windows. Step outside into a large backyard with large trees, storage building and a view of the park behind!",30.23642731,-97.70072937,1,0,1,0,309900,7143,1435,2,4,1,216
7002 Hanging Oak Cir,78749,"7002 Hanging Oak Cir, Austin, TX 78749 is a single family home that contains 1,987 sq ft and was built in 1976. It contains 3 bedrooms and 2 bathrooms. 
 
The Zestimate for this house is $524,745. The Rent Zestimate for this home is $2,795/mo. ",30.22060966,-97.84784698,1,1,1,2,375000,10454,1987,2,3,1,189
4800 Summerset Trl,78749,"This wonderful greenbelt home located in the sought after Westcreek subdivision has a bright open floorplan with a private first floor suite that opens to an office with a cozy fireplace. Beautiful cherrywood floors in all of the living areas. A kitchen with modern updates/stainless steel appliances looks out to a large 2 story wood deck and a huge yard full of magnificent large oak trees. A 2 car garage and a new roof (2018). Close to shopping, restaurants, and Mopac/HW 290. Priced to sell!",30.22902298,-97.84242249,1,1,1,2,399000,6969,2055,2,3,2,194
1908 Rio Mesa Dr,78732,"1908 Rio Mesa Dr, Austin, TX 78732 is a single family home that contains 4,277 sq ft and was built in 2005. It contains 5 bedrooms and 4 bathrooms. 
 
The Zestimate for this house is $761,130. The Rent Zestimate for this home is $3,995/mo. ",30.35950279,-97.90287018,1,0,1,0,650000,10846,4277,4,5,2,152
313 Hogg Pecan Pass,78748,"Beautiful one story home located in the South Austin community of Oak at Twin Creeks. Home entails a spacious, open floor plan featuring granite countertops and cathedral ceilings throughout. Private yard with a covered patio perfect for entertaining. 3 car garage with storage cabinets. Convenient to shopping and dining at Southpark Meadows Shopping Center and just minutes to Lady Bird Lake, Barton Green Belt, and Akins High School!",30.15623474,-97.80294037,1,0,1,0,360000,10018,2758,3,4,1,131
5700 Miramonte Dr,78759,"5 Bedroom 4 bath home with 3391 Sq. Ft. per TCAD. Corner lot, huge deck for entertaining! New shingles on the roof in 2019! Large master suite with sitting area and updated master bath. Carpet in bedrooms only. Dual Zoned Heating & Cooling System, Tankless water Heater!",30.41610909,-97.75457764,1,1,1,4,689900,11761.2,3391,4,5,2,203
1620 Cripple Creek Dr,78758,"Open House Saturday 7/27 from 1-3pm.  Wonderful corner lot convenient to Domain, Parmer Ln tech corridor, breweries, future Austin FC stadium & more! Easy access to 35, 183 & Mopac.  Spacious & updated kitchen open to dining & living. Master suite & retreat w loft/reading nook, covered balcony, walk in closet, updated bathroom & walk-in shower. Beautiful custom privacy fence around the rear yard w garden area, covered & uncovered patios.  Many updates including exterior custom metal work, Hardie plank siding, exterior paint, HVAC, water heater, etc.",30.38047218,-97.7039566,1,0,1,0,339900,7448,1603,2,2,2,212
9721 Curlew Dr,78748,"9721 Curlew Dr, Austin, TX 78748 is a single family home that contains 908 sq ft and was built in 1985. It contains 2 bedrooms and 2 bathrooms. 
 
The Zestimate for this house is $272,861. The Rent Zestimate for this home is $1,700/mo. ",30.17848015,-97.83317566,1,1,1,1,250000,7840,908,2,2,1,275
7909 Vivid Sky Ln,78748,"7909 Vivid Sky Ln, Austin, TX 78748 is a single family home that contains 1,551 sq ft and was built in 2018. It contains 2 bedrooms and 3 bathrooms. 
 
The Zestimate for this house is $375,799. The Rent Zestimate for this home is $2,095/mo. ",30.17911148,-97.78771973,1,0,1,0,337500,6534,1551,3,2,2,218
8826 Honeysuckle Trl,78759,Great North Central Location. Close to all shopping.,30.38017845,-97.7436142,1,1,1,1,304000,3615,1466,3,2,2,207
7801 Lindenwood Cir,78731,"This 3 bedroom + study, 2 bath, one story home w/NO interior steps is located on a wonderful corner lot studded with large oaks, magnolia & pecan trees in desirable Green Trails subdivision of Northwest Hills. READY for your creative touch! Details: porcelain tile floors, large central vaulted living area w/exposed beam & gas fireplace, 2 dining areas, dedicated study, expansive backyard, spacious master bedroom w/sitting area + large master bath. Short distance to JCC, Doss, Murchison, Anderson schools.",30.36323738,-97.75170135,1,1,1,2,699900,13503.6,2498,2,3,1,280
2404 Granberry Dr,78745,"Gorgeous corner lot w/ a fabulous 300+ year old tree.  Stone exterior, welcoming front porch, single-story home w/ 3.5 car garage. The detached garage makes the perfect studio/shop or a premier home for a car enthusiast! Newer Anderson windows!. Fence was replaced & extra insulation added. Vaulted ceilings & cozy fireplace. Covered patio & deck. Room to put your personal touches on the interior. Home is nestled on a quiet street in Whispering Oaks & minutes from downtown. VERY desirable area in S. Austin!",30.20102882,-97.81391907,1,1,1,3,320000,9104,1587,2,3,1,202
9905 Woodglen Dr,78753,"Beautifully renovated 4 bedroom home! New roof, wood laminate flooring, granite counters, upgraded lighting, stainless appliances, new carpet, updated baths and a spacious, covered patio overlooking the back yard with storage shed! Move in ready!",30.36000252,-97.6763382,1,0,1,0,324900,6882,1221,2,4,1,266
4832 Chesney Ridge Dr,78749,"4832 Chesney Ridge Dr, Austin, TX 78749 is a single family home that contains 2,350 sq ft and was built in 2001. It contains 4 bedrooms and 3 bathrooms. 
 
The Zestimate for this house is $456,234. The Rent Zestimate for this home is $2,200/mo. ",30.19805145,-97.86446381,1,1,1,2,415000,8537,2350,3,4,2,177
13324 Humphrey Dr,78729,"Milwood - ready for quick move-in. Freshly painted interior. 4 Bedrooms, 3.5 baths, 2 living areas, 2 dining areas. 2 car garage. Pool, waterfall, coolcrete, and covered patio. Mature trees. Greenbelt lot. Near community parks, pool, and tennis courts.",30.45659447,-97.76203918,1,1,1,2,489000,10846,2874,4,4,2,170
2811 Rio Grande St APT 203,78705,"Spacious 2 bed - 2bath within walking distance to U.T.! High ceilings, great natural light, fireplace, gated entry with code access, covered parking with 2 spaces. All appliances convey.",30.2946701,-97.74386597,1,0,1,0,289500,7840,910,2,2,1,318
9508 Oriole Dr,78753,"Family home in up and coming North Creek area. Nice three bedroom floor plan with large backyard and patio. On a good street, close to grocery stores, shopping and highways in a fast growing area.",30.36198807,-97.68987274,1,1,1,2,239900,7535,1023,2,3,1,235
6512 Fair Valley Trl,78749,"Rare five-bedroom one-story home in the heart of Westcreek! Spacious floorplan offers two living and dining rooms, three full baths, a private master bedroom with en suite bath and two walk-in closets, modern skylights, and detailed crown molding. Skylight-lit covered back patio leads to an oak-shaded backyard. Recent updates include remodeled front rooms, LED lighting, new water heater, fencing, and new landscaping. Less than a mile to Patton Elementary, Whole Foods, Costco, gyms, restaurants and more!",30.22695923,-97.84863281,1,1,1,2,469000,11325.6,2191,3,5,1,214
11701 Lansdowne Rd,78754,"Charming 4 bedroom/2 bath single story with open floor plan in highly sought after Belhaven. Large master suite, plenty of closets and storage throughout. Great for entertaining inside or out. Large backyard with builtin BBQ. Community amenities include recreation center with clubhouse, playground, and pool. Close to shopping and restaurants.",30.35523987,-97.61292267,1,0,1,0,239000,9060,2127,2,4,1,112
12907 Margit Dr,78729,"4 bedroom, 2 1/2 bath, 2 car garage home with new heating and a/c system, new roof in 2009, 100% tile floor downstairs and tiled upstairs bathrooms with carpeted bedrooms.  Walking distance to Pond Springs Elementary with large park also within walking distance.",30.44579124,-97.76036072,1,0,1,0,305000,3049,1660,3,4,2,184
811 S Center St,78704,"Modern Luxury minutes from downtown on heritage oak tree-lined street. Open floorplan with a wall of windows. HUGE Gourmet Kitchen island, Gas, stainless, hardwood look tile, tons of storage, and cabinet lighting throughout! Walk into the master down spa suite, with a huge walk-in shower, complete with rain shower head and private patio access. Second-floor media room and private balcony. Down The street to all of Austinâs famous 78704 culinary scenes. This is a single-family home,Survey provided, no HOA.",30.23079872,-97.77108765,1,1,1,2,875000,6490,2386,3,3,2,367
8206 Polar Dr,78757,"Well maintained one-story home in North Central Austin! Step inside to a light-filled and open concept living space. The kitchen boasts tastefully made cabinetry with ample storage, breakfast area, tile counters, breakfast area, and a walk-in pantry! The owner's suite has a dressing room and a full bath. Retreat to the lush, spacious privately fenced backyard with mature trees, a covered patio, and a storage building, perfect for outdoor living, and entertaining! Easy access to great schools!",30.3571434,-97.72052765,1,1,1,2,450000,8668,1684,2,3,1,267
102 E Skyview Rd,78752,2013 Max Award for Best Green Home/Best Custom Design-Lake Travis Builders &Smith Holt Architecture.Nestled in a quiet north central pocket neighborhood the design emphasizes functional communal living spaces w/an abundance of natural light and useful extras like a laundry room & office in addition to the 3 beds/2 full baths.The chefs kitchen has a modern clean feel open to the living &dining room.Everything about this home is efficient and low maintenance.Solar panels allow for almost no electric bill.,30.32533073,-97.71905518,1,0,1,0,560000,7187,1641,2,3,1,341
8501 Alvin High Ln,78729,"This home is so nicely updated. With bonus work space upstairs. Owners have maintained this property very well. Fresh paint, gleaming concrete floors, new back deck, recent HVAC, roof replaced, great floorplan, new garage door, tile in restrooms replaced. Please see attachments for list of work. Enjoy the beautiful greenspace from the back porch, no back neighbors. Very clean property. Excellent schools.",30.46240616,-97.75946808,1,0,1,0,319000,5941,1597,3,3,2,200
1207 E 9th St,78702,"PROPERTY IS BEING SOLD AS-IS. MOST OF THE VALUE IS IN THE LAND AND LOCATION. Small single-story home, combined living/dining room and galley kitchen with no appliances in extremely desirable Guadalupe neighborhood near Downtown Austin. Possible rehab, definitely needs new roof. Approximately 41' by 80' lot, includes driveway to the right of house. Located near French Legation Museum and Texas State Cemetery, across from Our Lady of Guadalupe Parish. Exemplary schools Matthews/OHenry/Austin High.",30.2664032,-97.72789001,1,0,1,0,400000,3310,560,1,1,1,714
2619 Berkett Dr,78745,"2619 Berkett Dr, Austin, TX 78745 is a single family home that contains 1,516 sq ft and was built in 1971. It contains 4 bedrooms and 3 bathrooms. 
 
The Zestimate for this house is $393,579. The Rent Zestimate for this home is $1,950/mo. ",30.21378708,-97.81221008,1,0,1,0,389000,5662,1516,3,4,1,257
1003 Fiesta St UNIT B,78702,"Tucked away amongst the tall trees and grapevines of East Austin, this private 2 bedroom, 1.5 bath, two-story home is perfect for young professionals! Perfectly placed and walking distance to local restaurants, taprooms, gyms, HEB and just three miles from Lady Bird Lake. Perfect for work-from-home or just a short drive/bike ride to downtown. New, modern appliances, remote shades, keyless entry, sec. cameras, and more. Private yard (minus the fireflies). Flexible leasing options Sprinkler Sys:Yes",30.26463318,-97.70594788,1,1,1,1,415000,2613,924,2,2,2,449
147 Daisy Path,78737,"Spacious Highpointe home w/ charming curb appeal features 4 bedrooms + office & 2.5 baths. Fresh paint, NEW subway backsplash in Kitchen, NEW subway tile on both fireplace surrounds. Soaring ceilings in foyer & family rm! Formal Dining rm has double French doors that lead out to the covered front porch! Master on main features jetted tub, walk-in shower, large walk-in closet. Upstairs loft area and 3 additional bedrooms! Community has luxury pool, gym, walking trails, ponds, sport court + playgrounds!",30.17428589,-98.00006104,1,1,1,3,500000,15681.6,3476,3,4,2,144
12604 Velarde Cv,78729,"Gorgeous 2 story on large cul-de-sac lot! Beautifully maintained inside and out, a great open floor plan with 4 beds up which all have walk-in closets, 2 living room and 2 dining areas, soaring ceilings and beautiful wood floors! The kitchen features granite counters, double ovens and matching appliances. Outside enjoy a private backyard with covered patio! Walk to pond springs elementary, minuted from Rattan Creek, The arboretum, and the Domain.",30.44503403,-97.76568604,1,1,1,2,415000,13068,2472,3,4,2,168
6507 Oasis Dr,78749,"* 9-Miles from Downtown
* Southwest Austin Home (Legend Oaks)
* Large Trees
* Well maintained
* Convenient access via Hwy 290 or Mopac
* Trendy shopping and restaurants nearby at Arbor Trails (Whole Foods)
* Gold's, 24 Hour, Lifetime Fitness health clubs nearby
* Close to Barton Creek Mall
* Austin ISD
    * Mills (Elementary School)
    * Small (Middle School)
    * Bowie (High School)
* Carpet in bedrooms. Hardwood floors, tile, marble everywhere else.  Custom wood cabinet doors and trim in kitchen and shared bathroom.  Transformation granite counter tops in kitchen.  Granite countertops in shared bath.  Marble floors in master and shared bath.  
* Downstairs: Formal living room flows into cozy den, kitchen, breakfast nook area.  Use all these areas to entertain, or relax in the cozy area.  Gas stove in kitchen.  Large pantry next to cooking area.  Washer and dyer next to pantry.  
* Upstairs:  The master is suitable for separate living area and office.  No need to use a guest bedroom for an office.  Two guest bedrooms with shared bath.  The master bath has a wrap around walk in closet with plenty of space for him/her.
*  This home is perfect for entertaining or spending a quiet night at home in the cozy area or living area of your master bedroom.
* Ceiling fans in all rooms
* Radiant barrier and R-60 in the attic plus huge trees saves energy in the summer.
* Back yard patio off back door, limestone throughout, shaded by large trees.
",30.22068405,-97.87474823,1,1,1,2,365000,6795,2183,3,3,2,167
3109 Barton Point Dr,78733,"Barton Creek West at its very best....an open floorplan home beautifully updated inside and out. The kitchen features SS appliances, a large island & a breakfast area w/ a door to the spacious backyard w/ dual level patios and a large flat lawn perfect for an active family. Upstairs master suite w/ vaulted ceilings, a pass-through office space & a spa-like master bath. 13 miles of nature trails & 2 community pools offer opportunity for outdoor fun along treasured Barton Creek. Highly acclaimed Eanes ISD.",30.29491234,-97.89665985,1,0,1,0,799000,13939.2,2887,3,4,2,277
5616 Toscana Ave,78724,"Investor alert! This 3 bedroom 2.5 bath home is only 5 miles from the new proposed Tesla site!Upstairs balcony, covered back patio, two car garage, and tile roof are a few great features of this nicely located home.",30.28756523,-97.64532471,1,1,1,4,294000,5749,1395,3,3,1,211
11704 Running Brush Cv,78717,"Amazing home on .23 ac culdesac lot backing to Greenbelt & walking dist to Brushy Crk trails &highly rated Rutledge Elem! Its rare that a lot like this is available esp w all the upgrades! Gorgeous laminate floors, Granite, SS builtin appliances, pendant lights, custom island wine/rack, 42in cabinets, tile backspsh w mosaic inlay, rock FP, custom vanity, wood railing, window treatments, sprinkler, jetted tub/sep shwr! Full length cov patio overlking greenbelt w panoramic views for miles! 5 bed+office+game",30.4965477,-97.79748535,1,0,1,0,415000,10236,3257,4,5,2,127
2008 Matthews Ln,78745,"2008 Matthews Ln, Austin, TX 78745 is a single family home that contains 1,924 sq ft and was built in 1965. It contains 3 bedrooms and 2 bathrooms. 
 
The Zestimate for this house is $536,635. The Rent Zestimate for this home is $2,395/mo. ",30.20084953,-97.80862427,1,1,1,3,485000,13503.6,1924,2,3,1,252
4411 Ramsey Ave,78756,"This 1937, substantial Rosedale GEM was acquired & remodeled (including adding over 1000 sf) in 1986.  Only one owner since then. The original character of the home was preserved by leaving the knotty pine fireplace wall in the formal living room & maintaining the bead board type frame siding.  The open floor plan has plenty of light from windows in the sunroom and from skylights in the family room & loft.  Double French doors open to wide steps leading to the expansive backyard.  The original garage rafters and concrete pad were used as a greenhouse or gazebo.  Extra tall privacy wood fencing encloses the back yard.  The Rosedale neighborhood is centrally located and ""close in"" to downtown Austin.  Trendy shops, restaurants and public transportation are all within walking distance.  The University of Texas and the medical district is also just a few miles away.  Great house, great neighborhood, great neighbors as attested to by the owner.  Make this comfortable home your next home.",30.3154583,-97.74349976,1,0,1,0,599000,6708,2025,2,2,2,296
4002 Idlewild Rd,78731,"This cute cottage in Brykerwoods School District offers excellent walkability to restaurants, shops and Brykerwoods Elementary School. Quick access to Rosedale Park and Pool, Shoal Creek Walking Trail and Austin biking lanes that connect to all of Austin. Sitting on approximately .19 acre, this cottage boasts two large bedrooms, completely remodeled bathroom and attached garage.  Crisp white paint interior and dark hardwood floors in excellent condition. Inviting front porch and stone patio provide places for community connection and entertaining. Move-in ready with plenty of space for adding on. 
",30.31318665,-97.75170898,1,1,1,1,519000,7884,1046,1,2,1,496
308 Island Oak Dr,78748,"Step inside this beautiful one-story home located in The Oaks at Twin Creeks to discover an open and spacious floor plan with wood and tile floors throughout -- no carpet. The front of this home features an open living area and flex room with french doors that can be used as a dedicated workspace or children's game room. A well-lit kitchen with plenty of seating around the center island opens up to a gathering room. Down the hall is where you'll find the owners suite with wood floors, views of the backyard, a walk-in closet, and a spacious bathroom. The other two bedrooms share a full bathroom. Make your way outside for some downtime under the covered patio overlooking a lush and green backyard with a garden bed. The southwest front-facing orientation of this home will provide you with sunrises in the morning and plenty of shade in the evening. Make it yours.",30.15820694,-97.80165863,1,1,1,2,389000,7623,2052,2,3,1,190
1801 Monks Tale Ct,78748,"Updated home in south Austin located on a culd-a-sac! Expansive lot with a huge backyard, perfect for kids and pets! Wonderful open floorplan with gorgeous wood tile floors for easy maintenance. 2 dining areas or an office downstairs with a game room upstairs. Granite in kitchen and all bathrooms, updated appliances and walk-in pantry. New HVAC 2016, new roof 2017! Move in ready!",30.15827179,-97.83181,1,1,1,2,279000,11325.6,1860,2.5,3,2,150
2415 Wilson St,78704,"2414 Forest Ave, Austin, TX 78704

Presale! New construction coming this summer!
This spacious, modern farmhouse is located in the heart of Austin close to Downtown, Zilker, and just two short blocks from SoCo. Quality new construction with top-of-the-line appliances, custom cabinets, high ceilings, and midfloor sound insulation.  Designed to maximize the use of natural-light throughout the house and create space with an open floor plan.  
907 SQ.FT 2 bedroom, 2.5 bath",30.23972511,-97.75741577,1,0,1,0,498850,6791,907,3,2,2,550
598 Catalina Ln,78737,"This beautiful home has lots of custom upgrades including tasteful designer finishes, in-ceiling 5.1 surround sound, and SMART HOME features like z-wave switches, ecobee thermostat, and rachio sprinkler control system.  Two bedrooms plus study/5th bedroom on main level and two bedrooms plus game room upstairs.  Spacious three car garage has built-in storage and a combo water softener/filter.  The community offers the best of both worlds.  Peaceful hill country living yet accessible to plenty of shopping, dining, and entertainment in nearby Belterra Village. Districts to highly rated DSISD schools.  Electronics and furniture are also available for sale at an additional price. Contact listing agent for further details.",30.18082809,-97.97766876,1,1,1,3,459000,10062,2786,3,4,2,165
2513 E Cesar Chavez St,78702,"Amazing Austin Eastside bungalow! This property on .16 acres is in an unbeatable location - steps away from eclectic restaurants and minutes from Downtown Austin. Lovely screened in back porch. Massive yard space. Alley access, zoned commercial. More information and professional photography coming soon!",30.25375938,-97.7158432,1,0,1,0,650000,6882,1250,2,3,1,520
9512 Pasatiempo Dr,78717,"Beautiful limestone 2-story in the heart of Avery Ranch. Highly ranked Round Rock schools. Loads of living space, the upstairs game room has a full additional flex space. Formal dining off kitchen greets you at the entry, large family room, master down & large master bath with double sinks and large closet. Freshly painted and a new cook-top. Mature trees, large backyard with limestone patio extension and pergola. Large windows bring in natural light, this is a feel-good home. See it today!",30.49561119,-97.76011658,1,1,1,2,387900,6490,2768,3,4,2,140
10510 Weller Dr,78750,"Modern home on an interior lot remits a tasteful, professionally landscaped yard, recent front fence, .3 acre backyard (room for pool) with a heritage tree so dreamy you only see in magazines. Timeless tile floors, fresh modern grey painted walls, custom tiled stairs, highest level quartz counters with classy tile backsplash, shaker cabinets, ship lap ceiling accents, recessed lighting, master down, 2nd master up, farm house light fixtures.  Spicewood elementary, Canyon Vista, Westwood.",30.44447136,-97.81077576,1,1,1,2,755000,13068,3149,4,5,2,240
201 Sandra St,78745,"Well maintained home in South Austin 20 minutes from downtown, shopping, entertainment. 3 Bed/1 & 3/4 baths w/large WI closet in master.  Fresh paint outside, new exterior doors. 24 x 30 2 bay garage with 10' covered overhang w/automotive lift included in sale. 29 x 11 shed for lawn equipment and storage.  Custom privacy fence w/electric gate, Lots of natural light, nice open patio. 2.5 lots making it exceptionally large/private. Original hardwood floors in mint condition. Frig/antique pantry conveys.",30.20423508,-97.77649689,1,0,1,0,499000,17424,1240,2,3,1,402
1515 Brentwood St,78757,"Beautiful Brentwood north bungalow caddy corner to Brentwood elementary, it's within their 20 mph school zone. Walk to the Minimax, Little Deli. Great central location close to all the action on Burnet, Lamar and Airport. Great Asian market close by. Original hardwood floor and tiles in bathroom. No carpet. Great covered front porch and huge covered back deck. Huge heritage trees for shade. Raised garden beds. Huge back yard.

Small pet ok with $400 non refundable deposit",30.33837128,-97.7311554,1,0,1,0,425000,9583,1064,1,2,1,399
3905 Licorice Ln,78728,"Fantastic single level home featuring over 3 bedrooms,2 baths,formal dining,and a private study that can serve as a multipurpose space. Guests are greeted with the recently installed hand scrape wood floors that travel throughout all main living areas of the home. Cooks delight kitchen featuring a center island,stainless appliances,and a spacious breakfast room. Large family room centered around a cast stone fireplace. Speakers in the family, study, and master bedroom for stereo. Upgraded 5.25"" baseboards, 2.5"" wood blinds, and stylish light fixtures are a few other great features this home offers. Minutes to the Domain and Arboretum. Round Rock ISD, students at this home will attend the recently built Joe Johnson Elementary School.",30.46202278,-97.68784332,1,0,1,0,306880,8232,2192,2,3,1,140
5702 N Hampton Dr,78723,"5702 N Hampton Dr, Austin, TX 78723 is a single family home that contains 1,700 sq ft and was built in 1963. It contains 3 bedrooms and 3 bathrooms. 
 
The Zestimate for this house is $514,775. The Rent Zestimate for this home is $2,199/mo. ",30.30932045,-97.68641663,1,0,1,0,550000,8537,1700,3,3,1,324
6344 Tasajillo Trl,78739,"Beautiful home in private gated Park West section of Circle C which backs to quiet greenbelt. Lots of space with 2 living rooms, 1 upon entry perfect as a sitting room or family room. Huge kitchen with massive island and breakfast area that opens into the second living room. Tons of cabinetry and storage throughout the home. 1 BR and full bath downstairs perfect for guests/MIL. Secondary BR's and master UP, 5th BR could also be an office/study. Backyard/patio is peaceful and fully turfed, zero maintenance",30.19718361,-97.88991547,1,1,1,2,515000,5488,2993,4,4,2,172
3008 S 4th St,78704,"Beautifully remodeled mid-century modern ranch style home in a quiet, South Austin neighborhood. Perfect for buyers who want the feel of a classic home with the convenience of modern updates and layout.  Updates include: large master suite w/ Amity Worrel-designed master bath completed in 2018, 2-car carport, windows replaced in 2015 and roof replaced in 2013. Large 8,988 sq ft lot with a backyard perfect for a future pool. Tucked away on a quiet dead-end street but only 2.3 miles to downtown.",30.23606682,-97.76758575,1,1,1,2,610000,9045,1702,2.5,4,1,358
11522 Shakespearean Way,78759,"11522 Shakespearean Way, Austin, TX 78759 is a single family home that contains 2,155 sq ft and was built in 2004. It contains 4 bedrooms and 3 bathrooms. 
 
The Zestimate for this house is $638,245. The Rent Zestimate for this home is $2,700/mo. ",30.43120003,-97.77736664,1,0,1,0,499000,10890,2155,3,4,2,232
14504 Laurinburg Dr,78717,"xquisite 1.5 story home nestled on corner lot w/ no neighbors directly behind~The backyard paradise is obvious–cool down in the luxurious pool w/ waterfall feature or lounge under the oversized covered patio w/ high vaulted ceilings & speakers~Interior boasts high end finishes w/ hardwood floors, gourmet kitchen w/ shaker cabinets, butler pantry~All bdrms down w/ study~Upstairs-gameroom & full bath~Amazing location",30.48898506,-97.79593658,1,0,1,0,616900,8842,3445,4,4,1,179
3204 Crosscreek Dr,78757,"Very appealing North Central Austin home in Allandale Estates.  Updated 3/2 one-story. Recent upgrades include recent tile floors, quartz counters, backsplash, engineered wood floors, no carpet anywhere paired with recently installed interior doors. Updated bathrooms, with separate shower and 2 sinks.  Large master closet stolen from former 4th bedroom.  Large +/- 146 s.f. mud room/laundry room, taken from garage space. Nice size back yard for pets, kids or garden.",30.37102318,-97.73558807,1,0,1,0,500000,7535,1660,2,3,1,301
4602 Wild Briar Pass,78746,"Gorgeous one story treasure, Woods of Westlake! 3 sides stone w/landscaped beds in front & tiled entry patio for great st. appeal.Extensive tile,crown & picture frame moldings throughout. Spacious vaulted fam. rm. with stone fireplace, raised hearth & stone wall that wraps around into the dining area. Granite counters,tile backsplash added to kitchen 3/10!Lovely master w/updated mstr bath. 3rd living, now TV/media room,could be 4th bdrm/MIL suite with its own full bath..33.lot,rm for pool,lrg.cov'd deck!",30.27702141,-97.82167816,1,0,1,0,595000,14374.8,3284,3.5,3,1,181
2105 Matterhorn Ln,78704,"Don't miss this rare opportunity to live in one of Austin's most sought-after neighborhoods! Tucked away in a quiet part of Barton Hills, this charming one-story home is nestled on a large lot with easy access to all things Austin! Situated higher than street level with a canopy of trees, this home offers peacefulness and privacy. High ceilings, wide windows and abundant light fill this home with an open floor plan designed for entertaining. Expansive kitchen with tons of counter space and storage. The spacious master suite with updated bath is a perfect retreat. You'll love to hang out in the beautiful enclosed sunroom with 2 skylights and Saltillo tile when you're not on the massive deck out back. Minutes from downtown and walking distance to Zilker Park, Barton Springs, Lady Bird Lake, and so much more on South Lamar! Four blocks from award winning Barton Hills Elementary.",30.25224686,-97.78765106,1,0,1,0,700000,10890,1754,2,3,1,399
11017 Roderick Lawson Ln,78754,"Contact #832-597-5381 for showings and information.
Lovely 1 story home w 9 ft. ceilings. Upgraded tile floors, cabinets & blinds throughout the home. Covered patio with recently built deck. Master planned community with recreation center, fitness center, pool, park, basketball & tennis courts. On-site elementary school. Convenient to Highways 290 & 183 as well as the SH 130. Close to major employers such as Applied Materials, Dell and Samsung. Only 10 miles to downtown Austin & the University of Texas. Quaint and cozy home w fabulous covered patio & deck.",30.34621429,-97.61544037,1,1,1,4,230000,5575,1627,2,3,1,141
97 Lynn St,78702,"Price Improvement! Call listing agent for details on pendings! In the heart of East Austin!  Zoned for commercial and residential. Great investment property! Tons of foot traffic! A few blocks away from 6th Street and Lady Bird Lake. Close to local entertainment including shopping, nightlife, dining and much more! Home has two separate entrances for rental income! Large front porch for entertaining and enjoying the city life. In the last 8 years updates include A/C, windows, and roof shingles.  Definitely livable, but could use some TLC. Sold as is.",30.25622368,-97.72332764,1,0,1,0,330000,2265,1134,2,3,1,291
12803 Oak Creek Cv,78727,"Welcome home to this charming designer remodel on a large CORNER LOT in a cul-de-sac! Modern white brick fireplace, wood floors in living areas, upgraded kitchen, full lighting upgrade, 5-panel doors, all fresh white paint. Large master suite includes walk-in closet & gorgeous new master bath. 3-bedrooms PLUS separate study/office. Private yard, highly desirable location with quick access to Mopac, minutes to the DOMAIN & major campus employers Apple, Dell, etc.",30.42786789,-97.70957184,1,1,1,2,415000,9191,1532,2,3,1,271
5504 Gooding Dr,78744,"5504 Gooding Dr, Austin, TX 78744 is a single family home that contains 2,360 sq ft and was built in 2017. It contains 3 bedrooms and 3 bathrooms. 
 
The Zestimate for this house is $365,517. The Rent Zestimate for this home is $1,950/mo. ",30.17500305,-97.69399261,1,1,1,2,350000,5662,2360,3,3,2,148
5108 Hibiscus Valley Dr,78739,"Beautifully updated 5 BR home backs to dense woods & the Veloway trail! It lives like a one story with 4 Bedrooms including the primary on the main level.  Spacious 5th Bedroom upstairs with private full bath and adjacent living area for guests or teen retreat. Open concept floor plan has gorgeous kitchen with oversize flat quartz island, subway tile back splash & new gas stove. Lots of natural light. High ceilings! New carpet 8/29/20. Wood tile flooring from front door to back door! Flat yard.",30.1921196,-97.86867523,1,1,1,2,539000,6011,2392,3,5,2,225
